UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
24311,69263,??? ???,25/03/2020,Greek gov t announces changes to supermarket hours no more Sunday opening,Negative
12954,57906,"Lansing, Michigan",20/03/2020,The overarching message to shoppers Don t panic,Negative
25928,70880,,25/03/2020,"@Tejasvi_Surya Precisely. And what is the hurry?

Everyone definitely had food items to suffice for this week. Why to panic then??

Sabko milega. No one's gonna die of hunger. Only thing that you may die is, of #coronavirus",Negative
17309,62261,Berlin,21/03/2020,"We've been working on our local community shopping system here this morning... we have paper based and ? support systems ready now too (as well as online systems), and we're probably ready to go live this evening or tomorrow

#CoronaVirus #COVID?19

https://t.co/uX40uwsmlb",Positive
39064,84016,Canada,09/04/2020,Doing the right thing at Fortinos supermarket in Hamilton I like it 198 cases As of today Population 600000  ,Positive
26418,71370,,25/03/2020,"Dylan Morrison, NY Times: Coronavirus Advice from a Grocery Store Worker https://t.co/Y9bFZJkH4B #Coronavirus #COVID-19 #FoodServiceWorkers #WorkingClass #Empathy",Neutral
40666,85618,,10/04/2020,"This moment raises demand for #CSR that's verifiably connected to value. 

#brands, tomorrow's consumer will be more savvy re: #greenwashing.

#Blockchain community, this is an adoption moment for tools for transparency and accountability. 

@echasan 
https://t.co/wZxjE0uOXF",Positive
14993,59945,York (Shropshire Lad by birth),20/03/2020,"@PippaCrerar @PointlessBrexit 1) Covid-19 shows they're not in control now they've taken it back
2) If panic buying during Corona virus means empty shelves what happens when Brexit is done &amp; there's no open access for lorries bringing 75% of our foo",Negative
25106,70058,"Richmond, VA",25/03/2020,"Hello @VaVeteransSvcs I represent Botanaway in Richmond, VA. We have repurposed ourselves to provide anti-microbial hand sanitizer at wholesale prices to those who need it. If you are in need, please reply to this tweet or DM me and we will accommodate you promptly. #Coronavirus",Positive
24952,69904,"Washington, DC, Los Angeles, San Francisco, New York, Chicago, and London",25/03/2020,Read our Special Alert to learn more about the emergency credit facilities that the Fed created in response to the Covid-19 pandemic. https://t.co/3hvLJ41SBx https://t.co/p3B2cKgpmJ,Positive
14379,59331,,20/03/2020,Local supermarket charging normal price for 1 pack loo paper For 2 normal price plus 5  per pack For 3 normal price plus 10  per pack Extra money goes to charitable fund  ,Positive
23535,68487,Washington D.C.,24/03/2020,There's psychology behind the foods we don't buy in a crisis via @TheCounter https://t.co/5bErjZf6sa,Negative
25108,70060,CDMX / NYC,25/03/2020,Defending Consumer Products Companies against COVID-19 - https://t.co/NO5GuhI5db,Neutral
25608,70560,Jacksonville FL,25/03/2020,Thanks again to for assisting us with extra sanitizer during the outbreak They are great neighbors of ours in downtown,Positive
42640,87592,Arena,12/04/2020,Businesses say trade war on is contributing to shortages of and disinfectants ask for relief on tariffs 19,Negative
43433,88385,"Ontario, Canada",13/04/2020,Trying to grow our own toilet paper doesn t seem to be working maybe we should stick to teaching english  ,Neutral
39404,84356,Africa,09/04/2020,"South Korean distributors saw their online revenue rise over 34% in February from a year prior due to the COVID-19 outbreak.
https://t.co/xSs7fi9RpL",Neutral
31232,76184,Los Angeles; Texas at heart,03/04/2020,"I made a Jockstrap Mask Tutorial, because Im ridiculous. https://t.co/JiYhV3K8uh",Negative
35205,80157,Brampton Ontario Canada,06/04/2020,"f you have a Rogers Account you will have been notified that they are raising the prices on your Internet and cell phones in a time like COVID 19 They could less about people as long they make money. they are taking advantage
of the situation especially effecting seniors  and all",Positive
25105,70057,"West Lothian, Scotland",25/03/2020,@Holbornlolz COVID-19 has killed independence for good. Anyone not an insane separatist can now see that we dodged a massive bullet in 2014 when we categorically stated NO to independence. Scotland would've been out of the UK &amp; EU by now. Oil prices c,Negative
16926,61878,Bradford,21/03/2020,Me at the supermarket this weekend trying to do my normal shop #coronavirus https://t.co/Lg5Jw9gFpk,Neutral
36090,81042,International,07/04/2020,"The trajectory of North American #gas supply is set to change radically as a result of the fall in #oil prices that has occurred due to the #coronavirus and the breakdown in production cooperation between OPEC and Russia.
https://t.co/zxgWyCqxEV",Neutral
37014,81966,Way North of Los Angeles,07/04/2020,"While Americans die, companies profit. They raise prices on goods that can keep us alive Meanwhile, as the price of supplies has skyrocketed, hospitals are trying to make in-house chemicals and get masks from nail salons and auto body shops. [NPR]. #coronavirus",Positive
24776,69728,"Chicago, IL",25/03/2020,A TransUnion report details how COVID 19 has impacted online shopping and fraud via,Negative
20161,65113,,22/03/2020,"Headed to DC for votes this week. On a regular Sunday, this plane is usually completely full.

Congress must act quickly to rescue our tourism industry, small businesses &amp; Americans in need! https://t.co/YaTqXTWRvH",Positive
23554,68506,401 N 17th Street Allentown PA,24/03/2020,"While essential, quarantining yourself in your home can have an impact on your relationships and physical and mental health. Learn how to manage your mental health while social distancing.

https://t.co/d2g1E5gPTn https://t.co/QIiVU85pl3",Neutral
34544,79496,United States,06/04/2020,"Asia-Pacific Shares Rise Amid Slowdown in COVID-19 Cases, Rebound in Oil Prices International CryptoCurrency News https://t.co/J9HHRrvYbR",Positive
6235,51187,Nigeria,17/03/2020,"?? #PanicBuying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More via @bopinion: https://t.co/ET0rePxUwe #coronavirus #COVID2019 https://t.co/5PRBgILEZZ VIA @QuickTake",Positive
34847,79799,UK ,06/04/2020,"My local supermarket is fully stocked with everything , so Either the loo brigade is on strike or just broke #covid19 #coronavirus or #CoronaHoax https://t.co/rLk3juxNyR",Negative
28071,73023,"Rockville, MD",26/03/2020,"Now on sale from @packaged_facts - ""Consumer and Corporate Food Gifting in the U.S., 7th Edition"" 

#FoodGift #FoodGifting #foodandbeverage #candy #chocolate #snacks #coronavirus #covid19usa #Amazon

https://t.co/8LU5W5mo1u",Neutral
30569,75521,There,02/04/2020,Started buying some stock in companies that have taken a beating over #coronavirus. Great prices compared to 2-3 months ago.,Positive
10069,55021,Indianapolis,19/03/2020,Here's a list of grocery store hours and how they are changing your shopping experience during the #coronavirus pandemic. https://t.co/by415B6jzn,Neutral
9476,54428,France,19/03/2020,"Saudi Arabia will trim this year's budget by around five percent, the finance minister said, in its first austerity measure as the economy reels from the fast-spreading #coronavirus and crashing oil prices
https://t.co/YNMBXBCTZZ",Neutral
25651,70603,Kuala Lumpur,25/03/2020,"MovementControlOrder to extend until April 14. Look like Malaysia covid-19 condition better now. So we need one more help just stay at home.

Please stay calm, don't panic for shopping  and no need to stock up on food as supply is sufficient - PM",Positive
29785,74737,Teesside,01/04/2020,To manage panic buyers amp social distancing my local supermarket has implemented a one way system with chevron markers in each aisle Fuck me I was in there for that long the items in my basket had passed their sell by date before I could buy them 19,Negative
5893,50845,,17/03/2020,"Paid Costco membership fee to find more toiletries, sold out, but at least I got 5lb box of matzah for Passover. ???#Jewish #StockUp  #coronavirus #WuhanVirus #coronapocolypse #CoronavirusOutbreak? https://t.co/4hZDVmTEm3",Neutral
37237,82189,"New York, NY",08/04/2020,News reporters asking why covid 19 is hitting Latino and black communities the hardest as if we aren t the ones taking jobs no one else wants WE are ups WE are food and delivery WE are cashiers WE stock the supermarkets,Negative
36415,81367,San Francisco Bay Area,07/04/2020,#Pacifica distillery helps fight #coronavirus pandemic by making hand sanitizer. https://t.co/VtkuE309BK https://t.co/KDOn8XDc4n,Positive
23274,68226,"Cranleigh, Surrey",24/03/2020,"Living in lockdown
Freedom 2 save others
Working in nightgowns
Sisters n brothers
Siege mentality for all
Making the best
Not having a ball
Brave face jests
Living in lockdown
Panic lying to ourselves
A consumer nation
Consumed by itself
Shelf isolation
later
#coronavirus hater",Negative
37772,82724,London,08/04/2020,"As brands are rapidly changing their practices to align with a COVID-19 world, we set out why it is important to understand the principles underlying consumer #behaviourchange https://t.co/ltfZKuYwJk",Positive
40505,85457,,09/04/2020,You know the #toiletpaper shortage is bad when Ive got my friend who lives on the other side of the United States shipping me TP . #coronavirus,Positive
38560,83512,"Houston, Texas",08/04/2020,"Steve Hendrickson discusses why the outlook for natural gas prices could be showing signs of improvement. https://t.co/Hq23xAlxJo
#naturalgas #natgas #upstream #oilandgas #covid19 #coronavirus https://t.co/vy6Hr3ui76",Positive
41653,86605,"Lagos, Nigeria",11/04/2020,We are most excited to announce a partnership with to reach 18000 households with Dano Milk accross 18 LGAs in Lagos You too can help the Lagos Food Bank meet the increased demand for food assistance amid the COVID 19 crisis by donating belo ,Positive
33754,78706,"Missouri, USA",06/04/2020,ad in encouraging us all to stay home and safe While you re home make sure you call and tell him that grocery store workers are first responders during this pandemic,Positive
25308,70260,,25/03/2020,COVID 19 As you rush to stock food amp drive up prices of other essential commodities please remember it s a week since bar tenders sports music event stewards betting shop staff school van drivers etc suddenly became unemployed They too need food for their families,Positive
23092,68044,"Durham, NC",24/03/2020,3. Protect borrowers from abusive interest rates &amp; debt collection practices: New loans during the crisis should comply w/ consumer safeguards in the #MilitaryLendingAct inc. a cap of 36%APR. Negative credit info should not be reported to the credit bureaus during #CoronaCrisis https://t.co/AWzw9Eix6U,Negative
37000,81952,Earth,07/04/2020,"Hundreds of cars were waiting outside a Florida food bank, the demand for produce surged by 600%, and more than half-a-million residents filed for unemployment. Feeding South Florida, the nonprofit, distributed food to needy Floridian motorists on Monday. #coronavirus https://t.co/eHmfwGzfpV",Negative
22604,67556,NYC,23/03/2020,@drsanjaygupta #toiletpaper I knew since January that you would need to be prepared. Tweets from Chinese people (I used #GoogleTranslate to read them) sometimes mentioned digestive issues going on with infected people.  #coronavirus #COVID19 #COVID?19,Negative
25868,70820,,25/03/2020,"Kantar Report Diagnoses Consumer Response To COVID-19, Prognoses Health Of Brands That Don't: The world maybe be sick, but the long-term prognosis for many brands will be uncertain if they don't... https://t.co/xuTnPSpB1y",Negative
17379,62331,"PR, USA",21/03/2020,"From whiskey to hand sanitizer for America ??.

Last year I visited Gulf Coast Distillers where the owners hosted a #LatinosForTrump event for @TeamTrump, now they are stepping up to fight #coronavirus.

Carlos &amp; Carmen Aldecoa are the true heart of Americas small businesses. https://t.co/X1Z0B4SbIX https://t.co/c6pJ2SyQeY",Positive
40502,85454,Bangalore,09/04/2020,California woman???? arrested for licking? groceries at a supermarket? #California #Supermarket #UnitedStates #Coronavirus #CoronavirusPandemic #CoronavirusOutbreak #COVID #COVID19 #COVID2019 #COVID?19 #Covid_19 https://t.co/nDl0dEIzY8,Negative
37598,82550,World,08/04/2020,COVID 19 Delta police bust two individuals reselling N95 and surgical masks at inflated prices,Neutral
38025,82977,"Wales, United Kingdom",08/04/2020,We are in this together   All healthcare workers those collecting bins those keeping food on supermarket shelves and all of you keeping others safe by staying at home  ,Positive
16694,61646,Just to the left of the Planet,21/03/2020,"To hear that there is the possibility of food rationing coming up infuriates. In this age of plenty , can we just be a little bit less ignorant with all this panic buying ? #DontPanicBuy #BeKind  #Covid_19",Negative
25425,70377,Texas ,25/03/2020,"Tried to DIY hand sanitizer, ended up with Jello-shots.  Oops, guess that's what we are doing on day 3 of #WorkingFromHome
#WednesdayThoughts #coronavirus #Covid_19",Positive
33545,78497,,05/04/2020,This quarantine aint it chief?? #bowl #bowling #DV8 #outcast #QuarantineDiaries #QuarantineLife #coronavirus #Covid_19  #virus #outside #toiletpaper #tiktok #bored #boredathome #gaming #gamer #pba #pbatour #pro #missed #messenger #24hours #2weeks  #Wow https://t.co/yo8odNzoMu,Neutral
44091,89043,Global,13/04/2020,"We examine three aspects to the growth in the demand for fresh food in #China, and what these consumption trends mean for brands and retailers.

Read more here: https://t.co/9U1jE8u11x https://t.co/VRMPkqbpUg",Positive
19177,64129,Didsbury of course ,22/03/2020,"Hi everyone sorry for that lack of posts through this troubled time.
I will try and keep morale high but posting some fun pictures.
I want to thank you #NHSCovidHeroes 
For the continued hard work and let's all help and support out community as much as possible. https://t.co/9po0cyeabj",Positive
4154,49106,,16/03/2020,"@Tweeter4Trump1 @deus_rock @AngelaOrme3 @Capone20201 @TeeTrumpette @ks_jhawk @GayRepublicSwag Because you are willfully ignorant &amp; deliberately blind. 

The media has been far more accurate than 45, the King of Lies.

The market's reacting to ",Negative
8633,53585,"Colorado, USA",18/03/2020,"Hey @GovofCO, not everyone can work from home. Whats the plan for construction workers, grocery store cashiers, and other hourly workers still facing daily exposure to COVID-19?",Neutral
9943,54895,Washington DC,19/03/2020,Smart Take in a Time of here are some of the distilleries perfumeries and other eries that are now making hand sanitizer by mullin3 for,Positive
24356,69308,,25/03/2020,"V
Why you need to wash your fruit and vegetables with SOAP: Virologist confirms that COVID-19 can survive on fresh supermarket produce just like any other surface
======

https://t.co/8QEY51MegO https://t.co/A2LW8FFxg6",Positive
23187,68139,"Rochester, NY",24/03/2020,The rise of panic buying amidst the evolving COVID-19 (the novel Cornavirus) situation emphasizes the critical importance of product authenticity. #anticounterfeit #authenticity https://t.co/OwHZWyZqz4,Negative
39959,84911,,09/04/2020,"Just made a new article about something you can make at home: ""How to Make Homemade Hand Sanitizer"" https://t.co/H9bf4h0K8F #DIY #handsanitizer #coronavirus https://t.co/4TesQ78rYj",Positive
43591,88543,"Toronto, Ontario",13/04/2020,check out the recent blog from Ben Myers of Bullpen Marketing on his prognostications of life after COVID 19 in the resale residential market,Neutral
27047,71999,bournemouth,25/03/2020,Just had a quick chat with Jennifer @cantontea about how they are responding to the #coronavirus and have pivoted their business to the consumer donating money to @HospAction.  Check out https://t.co/jTjVGAEDHI and listen here https://t.co/RfMjztkLgV,Neutral
18588,63540,"New York, USA",22/03/2020,On today's episode of The COVID-19 Pandemic and We Didn't Panic Buy: The Quest to Find Cat Food,Negative
36544,81496,"Pittsburgh, Pa",07/04/2020,"Prepared for the next grocery store visit!?
#coronavirus #maskup https://t.co/VepHRHoRwT",Positive
26681,71633,"Uttar Pradesh, India",25/03/2020,"In a world full of 
#coronavirus
I will be your #sanitizer 

#21daylockdown",Neutral
11086,56038,"Erie, PA",19/03/2020,"Great , our first case of confirmed Covid-19 in my city , Erie PA. Only a matter of time before one of the 3 of us Grocery store employees in this house get it.  Nice to know ya . This is so overwhelming to me and we have no choice but to go to work.",Positive
26507,71459,New York/Scottsdale/Jetplanes,25/03/2020,New eCommerce Data Survey of Consumers Pinpoints Changing Online Shopping Behaviors and Priorities Amidst Global Crisis,Negative
20496,65448,,22/03/2020,Is the USA about to have its debt status downgraded. Lets go through some numbers. Current National Debt = $ 22.5 trillion. 2019 GDP = $ 20 tn. Proposed COVID 19 related extra borrowing = $2 tn. Expected GDP (65% consumer) contraction 2020 c$ 2tn+. Debt/GDP 2020 = 136% &amp; growing,Negative
43090,88042,"Oxford, England",12/04/2020,"Regarding #Russia's low profile on #COVID19: 

This reflects an inward focus: 1) Economic stability through sustainable oil prices; 2) Political stability by showing #Putin's control over the crisis.

Russia is also leveraging COVID-19 to expand its prestige in MENA and #Africa.",Negative
25430,70382,"Trenton, NJ",25/03/2020,"Should we make an emergency phone top put in bathroom stalls so you can call for help in case you run out of toilet paper? #ToiletPaperEmergency 

#COVID19 #COVID2019 #coronavirus #toiletpaper https://t.co/taAogqnXXa",Positive
17061,62013,Canada,21/03/2020,"With a low 70 cent loonie, low gas prices, and the end of Covid 19, the Toronto real estate market will roar later this year. https://t.co/ez5q9PJ2Db #coronavirus #listings #torontohousingmarket #2020 #condos #housesforsale https://t.co/kwfSTzLWS4",Negative
28113,73065,"Kerala, pune, Mangalore",26/03/2020,"I will unfollow n block everyone even if i get zero followers who is boasting about food in their house and About what and how much they have stocked, I have come across many families around here who don't even have 5 kg rice stock... ?? #coronavirus Grocery Panic Buying",Negative
38384,83336,"Victoria,  BC",08/04/2020,Thank you Pie Hole It closed 3 locations due to COVID 19 Co owner Chris Kape donated and delivered leftover perishables and unsold products to 20 families in need and topped it off with 50 in grocery store gift cards Let s celebrate with pies when this is over,Positive
39166,84118,"Canberra, Australian Capital T",09/04/2020,Findings from MLA research on the impact of COVID 19 on Chinese consumers found that isolation and lockdown measures have driven shifts in consumer behaviour that have seen stronger demand for Australian red meat  ,Negative
42348,87300,"Victoria, BC",11/04/2020,"#3MMI -  #Covid19 Consumer's Update. 

Our recommendation is to get a purchasing plan in order. 
Supermarkets should order a little more than they think they need in case there is a temporary supply disruption.

Read Full Report: https://t.co/fUkbDq82DL https://t.co/tkrfkTgISr",Negative
12768,57720,,20/03/2020,Social distancing measures at a local grocery store on the Oregon coast They GET IT 19,Neutral
9059,54011,,18/03/2020,"Gold Prices Suffer As Severe Sell Off Hits The Markets

If ever there was blood in the streets .....

https://t.co/7SEP9wd2SN

#gold
#silver
#mining 
#Trade 
#investments 
#speculator
#Markets 
#Powell 
#profits
#money 
#Oil 
#Putin 
#Trump 
#coronavirus 
#stocks 
#China 
#Italy",Negative
5407,50359,,17/03/2020,At the grocery store and theyre playing Its The End of the World As We Know It. Sounds about right. #coronavirus,Positive
25508,70460,"Charlottesville, Virginia",25/03/2020,"After #coronavirus ends, medical professionals, grocery store, gas station, nursing home employees, delivery drivers, pharmacy workers, mail carriers, fire, police, &amp; everyone else who worked to save lives should get an EXTRA 2-week leave or pay!
@realDonaldTrump #stimulus",Positive
35251,80203,,06/04/2020,083: Ordering groceries online during a pandemic: https://t.co/G44RkZWqPg,Neutral
12601,57553,"Calgary, Canada",20/03/2020,They interviewed a gas station owner on who says that with gas prices so low right now he has reduced hours for 2 3 of his staff and it s costing him 0 06 a litre He s effectively paying people to take the gas,Neutral
8515,53467,"Lahore, Pakistan",18/03/2020,"Dear all stay safe and blessed.
COVID-19 is no more stronger than your faith. The best message is try not to store bulk of precautionary items whether masks, sanitizer or grocery, join hands to make yourself and your friends.
#RCS 
#COVID19 
#staysafe 
#washyourhands https://t.co/n2YgFP8xaE",Positive
20055,65007,,22/03/2020,@DanielNewman I have toilet paper but also thin paper towels &amp; cloth I can use. Bidet or the India way is also a safe solution. #coronavirus #bidet #toiletpaper #ToiletPaperApocalypse #ToiletPaperPanic #TPchallenge #COVID?19 #COVID19 #COVID19outbreak ,Positive
33647,78599,,06/04/2020,AirBNB illegal in NSW Other states could follow 100s of 1000s of migrant amp temp workers forced to leave Oz Rental market is about to smashed This will lead to increase sales amp should see house prices drop across the board in all major cities  ,Negative
17353,62305,"Amsterdam, Netherlands",21/03/2020,"Second, COVID-19 will accelerate deglobalization. When not every country does what it does best, but wants to produce everything itself, the prices of goods rise. 4/8",Positive
33107,78059,Somerset,05/04/2020,@MattHancock Govt needs to be stricter regarding #Covid-19 rules such restricting how far from home people can shop / exercise. If in town / city then 2 miles max. If rural then 5 miles or distance to nearest supermarket. Dont let a few idiots ruin it for,Negative
34707,79659,USA,06/04/2020,"How to Dispute Mistakes on Your Credit Reports

Link: https://t.co/VwmZH5BfRi
#coronavirus #credit https://t.co/bFfhidln30",Negative
41874,86826,"Aptos, CA",11/04/2020,"Consumer Reaction To COVID-19 Varies By Age, Income, And Location https://t.co/9XJBlhMnf2 via @Forrester",Neutral
37697,82649,New York City,08/04/2020,"If youre concerned about shopping online during the COVID-19 pandemic, leave your box outside (if possible) for 24 hours.  Im not sure if this really works, but if it makes someone feel better than I guess it works https://t.co/sn8y2iDUUP",Positive
34344,79296,,06/04/2020,Please dont jump in the Lobster tank while shopping ? https://t.co/hQjmJCjPw4,Positive
9561,54513,Alaska,19/03/2020,Try your best to support local businesses during this trying time by buying gift cards and shopping online when possible. https://t.co/xwCRVk8Oi0 https://t.co/VXkppodhKP,Positive
5466,50418,"Seattle, Wa",17/03/2020,"The weirdos who built shelters and stocked goods bc of a rumored impossibility that a computer clock couldn't successfully count 1 digit from 1999 to 2000 are laughing at us right now.

 #COVID19 #coronavirus #y2k  #StopPanicBuying #itsrealthistime #FalloutShelter",Positive
5278,50230,"Ewing, NJ",17/03/2020,Industry leaders reaffirm the countrys #supplychain is prepared to meet demand. https://t.co/vdQ0j3N7k0 @WinsightGrocery #coronavirus,Positive
27942,72894,"London, England",26/03/2020,"Chancellor @RishiSunak is due to announce a rescue package for the self-employed imminently. But who will be exempt and what will the support look like? @Telegraph 
https://t.co/gdVTC01WPH
#coronavirus #selfemployed #freelance #SmallBiz",Positive
26214,71166,lahore ,25/03/2020,Mask and sanitizer companies after #coronavirus https://t.co/AtBx8CaatK,Neutral
43898,88850,,13/04/2020,If you re already offering curbside takeout why not give your customers the opportunity to pick up some of the items they can t get in their local supermarket   Convert your operation into a retail shop with these tips amp tricks,Positive
41488,86440,,10/04/2020,@robertshrimsley I dont think theres any harm picking up some extras while youre in the supermarket getting essentials. If you limit purchases people have to go out more often which is worse than doing a full shop once a week or fortnight. #StayHomeSaveLi,Negative
22793,67745,A blasted heath ,24/03/2020,"Heading into the grocery store for more supplies
#coronavirus #SocialDistance #hitchhikersguidetothegalaxy https://t.co/HMpIzKgmbH",Neutral
29327,74279,"Karachi, Pakistan",01/04/2020,ARE YOU EATING HALAL ONLINE HALAL MEAT SHOP IN UNITED KINGDOM EASY SHOPPING amp FAST DELIVERY SHOP NOW,Positive
43777,88729,DUB via LDN via THR,13/04/2020,"If you are young and healthy you should go to the supermarket for your grocery shopping yourself. 

??Please leave the home delivery capacity to the ill in quarantine and the elderly! ??

#COVID?19 #covid19 #Covid19UK #COVID2019IRELAND #covid19Canada 
#CoronaUK #coronavirus",Positive
26331,71283,,25/03/2020,3 Food Delivery Stocks Set To Gain As COVID-19 Lockdowns Boost Demand  https://t.co/F1W1kCkPgB India https://t.co/5lpHvO7EI8 https://t.co/YxzTouWyyO,Positive
41059,86011,"Hagerstown, Maryland",10/04/2020,See here for one summary of that and other changes to the Bankruptcy Code under the CARES Act,Positive
23613,68565,"Bangkok, Thailand ",24/03/2020,"Due to 1st reports of #COVID19 #coronavirus cases, #Myanmar people now buying up #masks. Many places have sold out, prices skyrocketing. Now 1 piece of surgical mask is some 40 cents USD, before that same price can get you 10 pieces. Some buying online (@ZarniMann pic) https://t.co/cP3hsaBBnL",Neutral
42591,87543,I am constantly amazed,12/04/2020,This is Good Friday in the USA not China This is consumer driven This is a global pandemic a Global holocaust we are all responsible for and MUST SPEAK UP AGAINST amp END Be the change Be a Vegan ARA  ,Positive
40293,85245,Chemnitz,09/04/2020,#Facebook Ads Fails to Reject COVID-19 Misinformation via @SusanEDub: Consumer Reports https://t.co/UIKtWIPfPO,Negative
21699,66651,Washington DC,23/03/2020,This Indigenous man stockpiled on and so he could distribute them to elderly FOR FREE He s been out for days at different locations on the streets on Nebraska to ensure the vulnerable people in society have what they need,Positive
35768,80720,,07/04/2020,"#coronavirus #voting #history #pandemic 

Don't go to a grocery store or pharmacie over next 2 weeks, it's the deadliest week. 

Also, vote in the Wisconsin Primary. 

@JoeBiden killer candidate https://t.co/NmFRotY7Pr",Negative
15720,60672,"London, England",20/03/2020,I am one of the vulnerable stuck at home for 12 weeks. My lovely husband @Will_Robins is doing the same to keep us safe. Our biggest issue is getting the weekly shop done. Could supermarkets also do some priority online shopping for us too? #coronavirus #isolationessentials #shop,Positive
26605,71557,United States,25/03/2020,#RT @SN_news: Publix store associate in Georgia tests positive for COVID-19 https://t.co/Xc6p2QynKy https://t.co/pldQz1f27m,Positive
12282,57234,bts + txt + svt + tbz + astro,19/03/2020,"hi im here to say when youre at the store urgently stocking up on food and things you need, please dont forget about your PETS!! dont forget to stock up on THEIR food, litter, bedding, anything THEY NEED. dont abandon your pets, they need you the most right now. #coronavirus",Negative
24042,68994,"Saskatoon, Canada",24/03/2020,"Absolutely fantastic TEDx Talk.
Why are people hoarding toilet paper? | Hans Hacker | TEDxUAMonticello https://t.co/thvAZ4D9fU via @YouTube #TEDxUAMonticello #coronavirus #selfishness #society #tribalism #disassociation #toiletpaper #TEDx #badactors",Positive
24388,69340,"Katherine, Northern Territory",25/03/2020,Just went to the supermarket for a stock up took only what we need  Everything  gone except 10 cauliflower Imagine living on Newstart or other allowances 19,Neutral
35784,80736,,07/04/2020,What will the new normal look like Take a sneaky peak at what the post corona consumer might look like What they ll want Where they ll go Why they ll do it FREE white paper ready for download here,Positive
23510,68462,,24/03/2020,EVERY RESTAURANT should be doing this. It was a no-brainer for the owners of my restaurant thank god ?? we raided that kitchen yesterday.  https://t.co/RUFPqK55MB,Positive
43392,88344,Babylon 5,13/04/2020,Anybody else wonder why Winco Foods who makes billions a year is still not paying their employees hazard pay for risking their lives due to this Almost every other grocery store is paying their employees for risking their lives except  ,Negative
27276,72228,"Farnborough, England",26/03/2020,Thousands of news jobs are being advertised to meet demand but which sectors are Check out our latest analysis covered by the this morning,Negative
21109,66061,Here.,23/03/2020,"I joke about COVID-19 but I am terrified, as I will eventually need to go to the supermarket. What if I contact someone who has it or touch an item they put back or a debit card terminal? I'm not as terrified for myself as the possibility of infecting someone older, like my mom.",Negative
36219,81171,Various Locations,07/04/2020,"Delayed outages, decreased demand, depleted prices: how has the #MISO #powermarket been affected due to the unprecedented #coronavirus outbreak? Hear from our experts during our live Q&amp;A on April 9: https://t.co/ekwKjSMrxA https://t.co/yD0pBA72y4",Negative
22987,67939,The Basement,24/03/2020,old art but uh SO I really want Animal Crossing and uh I have low funds and Uh can t really work cus of my own condition amp uh COVID 19 So yeah Gonna do some Last min Comms the prices will be in the comments Desperate times call for grimy measures,Negative
11860,56812,,19/03/2020,"Day 7 of the 2020 Covid-19 Grocery Panic update: I feel the mad rush is subsiding, lots of people early but much slower all afternoon. Our huge order (4600 cases ordered-3000 delivered) will help fill the store back up, plus small order Thursday and another Saturday...",Positive
28299,73251,"San Francisco, CA",26/03/2020,"What does falling oil prices, shutdown cities and parked cars rebel oil economies like #venezuela, #Rusia #Iran..have to do with the #coronavirus. Looks like Oil based economies stand to lose the most in this #Corornamadness. Meanwhile #US ratcheting up mo sanctions amidst crisis https://t.co/7Nzz7D23s0",Negative
39534,84486,Ohio,09/04/2020,Trip to the grocery store or great train robbery We ll let our viewers decide   19,Positive
21022,65974,Luton,23/03/2020,Contactless card payment limit to rise to stop spread of on PIN pads and reduce waiting times in supermarket queues,Negative
33493,78445,,05/04/2020,"Essential workers across all avenues of employment should have FREE HEALTHCARE, access to Covid-19 tests, and hazardous duty pay! @Walmart @Target @McDonalds @AldiUSA @kroger and without a doubt ...@amazon  Who else should do this? 

Related source:https://t.co/0NHjFAtBCk",Positive
30055,75007,INDIA,02/04/2020,"@rajivbc @PMOIndia @CPMumbaiPolice @AmitShah @AUThackeray @CMOMaharashtra Now will #Maharashtra
#Govt show guts to #ban mnfrg &amp; distrbtn of #liquor #Gutka #tobacco 
Products.

Saliva spit from gutka consuming people can be major carrier of #co",Neutral
9474,54426,,19/03/2020,"When all cities around the world are in covid-19 lockdown, you may starve to death if you did not stock up on Food &amp; Water
https://t.co/xfRnhiovRz
librarian lol waitress fortnite minecraft canadian xbox lgbtq lesbian christian catholic transgender diabetes gay trucker firefighter https://t.co/2hHkl2od3y",Negative
20897,65849,USA,23/03/2020,"@AZDHS Start drive thru testing for all healthcare providers, including private doctors and dentists, also consider testing grocery store workers. They interact with people the most, if infected will spread #coronavirus very quickly.",Negative
36983,81935,Emerald Triangle,07/04/2020,"CaniBrands Donates Funds, Lowers Prices and Launches Free Can-i-Cleanse Hand Sanitizer to Support the Community During COVID-19 Pandemic https://t.co/0sCh9Ign1l",Positive
33911,78863,"Montpellier, France",06/04/2020,The latest The Online Consumer Daily! https://t.co/A1Fx27hy6i Thanks to @IvanZupic @TboozeSA @GregorSIDERIS #fakenews #coronavirus,Positive
12824,57776,55 MAJOR U.S. CITIES,20/03/2020,"COVID-19 is Hitting Live Events Hard!
Packages purchased at these special discounted prices will help Afton to continue to support our staff, and continue to keep planing shows for you and our other artists for May, June, &amp; July!",Positive
34689,79641,"London, England",06/04/2020,"5 nutritious non-perishable foods to keep
Full article here: https://t.co/p61IeMGrSu
#lamuscle #fitness #superfoods #processedfood #shopping #fit #healthy #nutrition #food #diet #training #workout #muscle #lean #health #exercise #coronavirus #covid19 #isolation #immunehealth https://t.co/Ul9Dyzrz3F",Neutral
